,Artist,Genres,Popularity,Followers
284,Pewee in the Garage,['indonesian indie'],7,110.0
285,Serengeti,['abstract hip hop'],40,8368.0
286,Holly Brook,"['acoustic pop', 'folk-pop', 'lilith']",54,6022.0
287,Duke Dumont,"['deep groove house', 'edm', 'house', 'progressive house', 'tropical house']",73,273836.0
288,The Electric Sons,"['indie poptimism', 'indie psych-rock', 'shimmer pop']",40,3778.0
289,Matt Holubowski,['quebecois'],43,6669.0
290,LCD Soundsystem,"['alternative dance', 'alternative rock', 'brooklyn indie', 'dance-punk', 'electronic', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'modern rock', 'neo-psychedelic', 'new rave', 'synthpop']",76,407447.0
291,Summer Camp,"['indie christmas', 'pop christmas']",36,25118.0
292,Rena Jones,['psychill'],35,2059.0
293,Leach,"['indie psych-rock', 'vapor soul']",40,1152.0
294,Childhood,"['alt-indie rock', 'chamber psych', 'garage psych', 'shiver pop']",44,8978.0
295,Kevin Drew,"['canadian indie', 'indie pop', 'indie rock']",40,7190.0
296,Maria Taylor,"['acoustic pop', 'folk-pop']",36,8599.0
297,Hard-FI,"['alt-indie rock', 'britpop', 'garage rock', 'indie rock', 'madchester', 'modern rock', 'new rave']",57,50733.0
298,Kick Bong,"['new tribe', 'psychedelic trance', 'psychill', 'world fusion']",39,3337.0
299,Yim Yames,"['indie folk', 'stomp and holler']",41,3457.0
300,Rivka,['indie dream pop'],27,66.0
301,Divided By Friday,"['alternative pop rock', 'indie rockism', 'pop emo', 'punk christmas']",39,8418.0
302,Escape to venus,['none'],0,13.0
303,Alexander Cardinale,['indiecoustica'],38,2061.0
304,Sports,"['chillwave', 'indie garage rock', 'indie psych-rock', 'indietronica', 'preverb', 'vapor soul']",52,16575.0
305,Chicago Stone Lightning Band,['alternative roots rock'],1,45.0
306,Big Gigantic,"['brostep', 'edm', 'electro house', 'electronic trap', 'glitch hop']",67,120306.0
307,Sum 41,"['alternative metal', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rap rock']",75,973132.0
308,Fifth Harmony,"['dance pop', 'pop', 'post-teen pop', 'talent show']",88,3138578.0
309,Ben Knighten,['none'],0,0.0
310,Cold Cave,"['alternative dance', 'electroclash', 'garage psych', 'grave wave', 'industrial', 'metropopolis', 'noise pop', 'nu gaze']",41,22433.0
311,Bear and a Banjo,['none'],20,200.0
312,Albin Gromer,"['deep swedish indie pop', 'swedish indie pop']",38,11257.0
313,The Get Up Kids,"['alternative emo', 'alternative rock', 'dreamo', 'emo', 'emo punk', 'indie pop', 'indie rock', 'modern rock', 'pop punk', 'pop rock', 'post-hardcore', 'punk', 'skate punk']",49,41888.0
314,Electric Guest,"['alternative dance', 'indie pop', 'indie poptimism', 'indie psych-rock', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'shimmer pop', 'synthpop']",70,150278.0
315,Autre Ne Veut,"['chillwave', 'indie r&b']",38,22103.0
316,Brika,['indie poptimism'],49,17983.0
317,Hotel Garuda,['none'],53,9083.0
318,Adhitia Sofyan,"['indonesian indie', 'indonesian pop', 'world worship']",57,13976.0
319,Beady Eye,"['alt-indie rock', 'britpop', 'garage rock', 'indie rock', 'madchester', 'modern rock']",50,73715.0
320,Trailer Trash Tracys,"['chillwave', 'garage psych', 'nu gaze']",39,7538.0
321,The Fire Theft,"['emo', 'emo punk']",30,2715.0
322,Joy Again,"['indie garage rock', 'preverb']",42,4419.0
323,Rod Ladgrove,['none'],50,1687.0
324,New Madrid,['deep new americana'],37,4477.0
325,CallMeKarizma,['teen pop'],52,11446.0
326,Kill Hannah,"['electropowerpop', 'emo', 'screamo']",36,12416.0
327,Monobody,['math pop'],29,2667.0
328,Minor Victories,"['chamber psych', 'dream pop', 'garage psych', 'nu gaze', 'shoegaze']",36,12677.0
329,Veorra,"['bass trap', 'electronic trap', 'tracestep']",59,37785.0
330,Jai Wolf,"['edm', 'electronic trap', 'indie poptimism', 'indietronica', 'tropical house', 'vapor soul', 'vapor twitch']",67,59215.0
331,The Clientele,"['chamber pop', 'chamber psych', 'dream pop', 'folk-pop', 'freak folk', 'garage psych', 'indie garage rock', 'indie pop', 'indie rock', 'lo-fi', 'melancholia', 'neo-psychedelic', 'new weird america', 'noise pop', 'nu gaze', 'preverb', 'shoegaze', 'slow core', 'twee pop']",49,16047.0
332,Yuma X,['vapor soul'],32,3291.0
333,Xavier Omär,"['deep indie r&b', 'indie r&b']",67,45461.0
334,Paul Woolford,['none'],38,6027.0
335,little hurricane,"['deep new americana', 'garage rock', 'modern blues', 'new americana']",48,20681.0
336,the Graveltones,"['garage rock', 'modern blues', 'punk blues']",32,4416.0
337,Busy P,"['filter house', 'new rave']",48,20361.0
338,Skylar Spence,"['chillwave', 'future funk', 'vaporwave']",49,18795.0
339,88 Fingers Louie,"['melodic hardcore', 'orgcore', 'punk', 'ska punk', 'skate punk']",43,9545.0
340,Billy Otto,['louvor'],24,2180.0
341,Twin Shadow,"['alternative dance', 'chamber pop', 'chillwave', 'dance-punk', 'dream pop', 'freak folk', 'indie pop', 'indie r&b', 'indie rock', 'indietronica', 'metropopolis', 'modern rock', 'neo-psychedelic', 'new rave', 'noise pop', 'nu gaze', 'shimmer pop', 'synthpop']",58,111189.0
342,Joakim,"['alternative dance', 'balearic', 'electroclash', 'electrofox', 'filter house', 'french indietronica', 'new rave', 'nu disco']",39,7571.0
343,Paperboys,"['classic norwegian pop', 'norwegian hip hop', 'norwegian pop', 'norwegian rock']",44,13899.0
344,Fall Out Boy,"['emo', 'modern rock', 'pop punk']",85,3138044.0
345,Small Brown Bike,"['alternative emo', 'emo', 'emo punk', 'melodic hardcore', 'orgcore', 'post-hardcore']",28,5108.0
346,Copeland,"['dreamo', 'emo', 'indie pop', 'modern rock', 'piano rock', 'pop punk', 'progressive post-hardcore', 'punk christmas']",49,47011.0
347,POOLCLVB,['none'],45,1472.0
348,HOFFMAESTRO,"['swedish alternative rock', 'swedish hip hop', 'swedish idol pop', 'swedish indie rock', 'swedish pop', 'swedish reggae']",54,114549.0
349,The Gods Of Macho,['none'],16,267.0
350,JJ Heller,"['acoustic pop', 'anthem worship', 'ccm', 'christian alternative rock', 'christian music', 'christian rock', 'indiecoustica', 'neo mellow', 'worship']",53,987.0
351,Dillinger Four,"['alternative emo', 'emo', 'folk punk', 'garage punk', 'indie punk', 'melodic hardcore', 'orgcore', 'power-pop punk', 'punk', 'ska punk', 'skate punk']",40,9890.0
352,John De Sohn,"['big room', 'deep pop edm', 'edm', 'progressive electro house', 'swedish idol pop', 'swedish pop', 'tropical house']",69,37031.0
353,Freddie Wadling,"['classic swedish pop', 'deep swedish indie pop', 'swedish folk pop', 'swedish indie rock', 'swedish jazz', 'swedish pop']",48,13883.0
354,Slackstring,['reggae rock'],35,2399.0
355,Bukahara,['deep german pop rock'],45,7033.0
356,Qaasim Middleton,['none'],4,259.0
357,Justin Faust,"['filter house', 'nu disco', 'retro electro']",26,2322.0
358,Sango,"['chillhop', 'deep indie r&b', 'escape room', 'indie r&b', 'trap latino', 'underground hip hop', 'vapor twitch']",62,64707.0
359,Rebekka Karijord,['none'],33,9812.0
360,Francis Harris,"['deep melodic euro house', 'microhouse']",36,5478.0
361,Hop Along,"['alternative emo', 'anti-folk', 'chamber pop', 'emo', 'folk punk', 'indie folk', 'indie pop', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'noise pop', 'preverb', 'stomp and holler']",50,29585.0
362,Sunny Lax,"['progressive house', 'progressive trance', 'progressive trance house', 'trance', 'uplifting trance']",47,6726.0
363,The Unwinding Hours,['scottish rock'],14,1527.0
364,Dead Moon,"['classic garage rock', 'experimental rock', 'garage pop', 'garage punk', 'garage rock', 'grunge', 'hardcore punk', 'neo-psychedelic', 'no wave', 'noise rock', 'portland indie', 'post-punk', 'psychedelic rock', 'punk', 'punk blues', 'uk post-punk']",42,11800.0
365,Charlotte Sometimes,"['acoustic pop', 'candy pop', 'deep talent show', 'folk-pop', 'lilith']",24,3683.0
366,Sherwood,"['dreamo', 'emo', 'modern rock', 'pop emo', 'pop punk']",38,8779.0
367,Naomi Pilgrim,['gauze pop'],37,5465.0
368,Fenne Lily,"['chamber pop', 'indie anthem-folk', 'indie folk']",55,7405.0
369,Katy McAllister,"['channel pop', 'piano rock', 'viral pop']",46,29721.0
370,Kids In Glass Houses,"['british alternative rock', 'emo', 'pop emo', 'pop punk', 'welsh rock']",45,28182.0
371,Jessica Meuse,['none'],12,1018.0
372,James Morrison,"['acoustic pop', 'folk christmas', 'folk-pop', 'neo mellow', 'pop', 'pop christmas', 'pop rock', 'viral pop']",71,528429.0
373,Thom Hell,"['classic norwegian pop', 'norwegian indie', 'norwegian pop', 'norwegian rock']",43,6023.0
374,Go! Child,['otacore'],30,867.0
375,San Fermin,"['brooklyn indie', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie poptimism', 'indie psych-rock', 'indie rock', 'indietronica', 'modern rock', 'shimmer pop', 'stomp and holler']",53,31170.0
376,Bedroom,"['indie garage rock', 'indie psych-rock']",48,18215.0
377,Grady Spencer and the Griswulds,['none'],14,254.0
378,Trofast,"['deep pop edm', 'deep swedish hip hop', 'swedish eurodance', 'swedish idol pop']",47,2070.0
379,Dopapod,['jam band'],40,16015.0
380,Mange Makers,"['danspunk', 'deep pop edm', 'swedish eurodance', 'swedish idol pop', 'swedish pop']",44,110977.0
381,Miskeyz,['deep tropical house'],41,975.0
382,The Suicide Machines,"['folk punk', 'melodic hardcore', 'orgcore', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']",46,26854.0
383,Julia Carlucci,['none'],19,161.0
384,The Raconteurs,"['alternative rock', 'blues-rock', 'classic rock', 'funk rock', 'garage rock', 'indie rock', 'modern blues', 'modern rock', 'neo-psychedelic', 'post-grunge', 'rock']",64,256670.0
385,Chrissy Costanza,['none'],48,22124.0
386,Adult Karate,['vapor soul'],25,419.0
387,CLOVES,['none'],61,35403.0
388,Ani DiFranco,"['anti-folk', 'ectofolk', 'folk', 'folk-pop', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']",54,83586.0
389,Of Monsters and Men,"['folk-pop', 'icelandic pop', 'indie folk', 'indie pop', 'metropopolis', 'modern rock', 'pop', 'stomp and holler']",76,1794135.0
390,Ingram Hill,"['acoustic pop', 'folk christmas', 'grunge pop', 'neo mellow', 'pop christmas', 'pop rock']",29,3292.0
391,Heavens To Betsy,['riot grrrl'],24,5802.0
392,Allan Edwall,"['classic swedish pop', 'folkmusik', 'swedish jazz', 'vintage swedish pop']",40,6719.0
393,State Radio,"['jam band', 'reggae rock']",50,30618.0
394,Spoken,"['christian alternative rock', 'christian christmas', 'christian hardcore', 'christian metal', 'christian punk', 'christian rock', 'post-screamo']",48,22578.0
395,Rafferty,['none'],45,2929.0
396,Tyger Tyger,['none'],1,11.0
397,Delilah,['none'],49,36961.0
398,Molly Pettersson Hammar,"['europop', 'melodipop', 'swedish folk pop', 'swedish idol pop', 'swedish pop']",32,3430.0
399,SOL,"['deep underground hip hop', 'underground pop rap']",53,38659.0
400,Mandy Moore,"['dance pop', 'europop', 'hollywood', 'movie tunes', 'neo mellow', 'pop', 'pop rock', 'post-teen pop']",69,147505.0
401,Bogues,['none'],17,337.0
402,Red Shahan,['deep texas country'],36,2172.0
403,Milky Chance,"['german pop', 'modern rock']",77,759162.0
404,The Classic Crime,"['christian alternative rock', 'christian rock', 'dreamo', 'indie rockism']",48,32177.0
405,Feeder,"['britpop', 'garage rock', 'indie rock', 'madchester', 'modern rock', 'pop punk', 'pop rock', 'rock', 'welsh rock']",59,56942.0
406,Neulore,['acoustic pop'],42,7784.0
407,Sun Glitters,"['bass music', 'chillwave', 'indie dream pop', 'indie r&b', 'indietronica', 'substep', 'vapor soul', 'vapor twitch', 'vaporwave', 'wonky']",41,17645.0
408,Laura Marling,"['anti-folk', 'british folk', 'chamber pop', 'chamber psych', 'folk-pop', 'indie folk', 'indie pop', 'indie r&b', 'indie rock', 'lilith', 'new americana', 'singer-songwriter', 'stomp and holler']",64,226081.0
409,Jesse Woods,['stomp and flutter'],42,8654.0
410,The Trews,['canadian indie'],45,8863.0
411,There For Tomorrow,"['christian alternative rock', 'emo', 'pop emo', 'pop punk', 'post-screamo']",49,33441.0
412,Hey Champ,['alternative dance'],31,6387.0
413,Abby Merkel,['none'],1,54.0
414,The Milk Carton Kids,"['acoustic pop', 'chamber pop', 'deep new americana', 'folk-pop', 'indie folk', 'indie pop', 'neo mellow', 'new americana', 'progressive bluegrass', 'stomp and flutter', 'stomp and holler']",60,63613.0
415,The Promise Ring,"['alternative emo', 'alternative rock', 'emo', 'emo punk', 'indie punk', 'indie rock', 'lo-fi', 'math rock', 'melodic hardcore', 'pop punk', 'post-hardcore']",40,15524.0
416,The Human Experience,"['glitch hop', 'new tribe', 'world fusion']",46,11272.0
417,"Mischa ""Book"" Chillak",['none'],40,420.0
418,Bibi Bourelly,"['deep indie r&b', 'deep pop r&b']",59,39074.0
419,Meiko,"['acoustic pop', 'folk christmas', 'folk-pop', 'lilith', 'neo mellow', 'pop christmas']",49,40326.0
420,Picture Atlantic,['bay area indie'],27,1151.0
421,Daniel Bélanger,['quebecois'],47,6922.0
422,Svømmebasseng,"['norwegian indie', 'norwegian pop']",42,1584.0
423,Matthew Good Band,['canadian indie'],45,10823.0
424,Slint,"['alternative rock', 'dance-punk', 'dream pop', 'experimental', 'experimental rock', 'freak folk', 'indie rock', 'lo-fi', 'louisville indie', 'math rock', 'neo-psychedelic', 'no wave', 'noise pop', 'noise rock', 'post rock', 'post-hardcore', 'post-punk', 'shoegaze', 'slow core', 'space rock', 'uk post-punk']",44,32060.0
425,Bars of Gold,['none'],12,1051.0
426,Anton Kristiansson,"['deep swedish indie pop', 'swedish hip hop', 'swedish indie pop', 'swedish indie rock']",30,2280.0
427,ayokay,"['deep tropical house', 'indie poptimism', 'tropical house']",68,12924.0
428,Tiara Thomas,"['deep indie r&b', 'deep pop r&b', 'hip pop', 'indie r&b']",53,27137.0
429,Kate Miller-Heidke,"['australian alternative rock', 'australian pop', 'deep australian indie', 'lilith', 'piano rock']",46,19901.0
430,Royal Headache,"['australian alternative rock', 'garage pop', 'garage psych', 'garage punk', 'indie punk', 'noise pop', 'noise rock']",41,13631.0
431,Box Car Racer,"['emo', 'modern rock', 'pop punk', 'punk', 'skate punk']",55,97943.0
432,Jenny O.,['none'],35,4226.0
433,Howling Bells,['gothic americana'],25,4763.0
434,Brian Campeau,['none'],19,119.0
435,Run Kid Run,"['christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'dreamo']",34,9807.0
436,Ham Sandwich,['irish rock'],34,4281.0
437,JOY.,['deep australian indie'],52,8851.0
438,Dosem,"['deep disco house', 'deep melodic euro house', 'deep minimal techno', 'funky tech house', 'house', 'microhouse', 'minimal tech house', 'minimal techno', 'progressive house', 'tech house', 'techno']",49,9579.0
439,Tombs,"['atmospheric black metal', 'avantgarde metal', 'drone metal', 'grindcore', 'mathcore', 'metalcore', 'pagan black metal', 'post-doom metal', 'post-metal', 'sludge metal', 'stoner metal', 'voidgaze']",28,6946.0
440,Todd Snider,"['alternative country', 'country rock', 'folk', 'new americana', 'outlaw country', 'roots rock', 'texas country', 'traditional folk']",47,24655.0
441,Boy & Bear,"['deep australian indie', 'folk-pop', 'indie folk']",62,125262.0
442,Danny Michel,['canadian indie'],27,1806.0
443,Mother's Cake,['austropop'],36,6546.0
444,Ronald Jenkees,['deep chiptune'],48,48021.0
445,Human Tetris,['deep gothic post-punk'],36,5603.0
446,Rudimental,"['edm', 'house', 'liquid funk', 'pop', 'tropical house', 'uk funky']",78,604424.0
447,Pankbanken,"['deep swedish hip hop', 'swedish eurodance', 'swedish idol pop']",43,1537.0
448,Corey Kilgannon,"['acoustic pop', 'folk-pop', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'neo mellow', 'viral pop']",57,5532.0
449,Rhett Miller,"['alternative country', 'roots rock']",35,7786.0
450,Eastern Sun,"['ambient fusion', 'psychill']",29,3169.0
451,Jagwar Ma,"['alt-indie rock', 'alternative dance', 'australian alternative rock', 'chamber psych', 'dance-punk', 'deep australian indie', 'indietronica', 'new rave', 'shimmer pop']",52,84172.0
452,Swimming Tapes,"['alt-indie rock', 'indie psych-rock']",45,4301.0
453,Robert Skoro,['none'],14,186.0
454,The Moon Loungers,['viral pop'],33,1430.0
455,The Hippos,"['ska', 'ska punk']",29,3947.0
456,D-Why,"['deep underground hip hop', 'underground pop rap']",40,8318.0
457,The String Cheese Incident,"['jam band', 'modern blues', 'progressive bluegrass']",54,71674.0
458,Miss Kittin,"['alternative dance', 'electroclash', 'new rave', 'synthpop']",50,43651.0
459,Radical Something,['underground pop rap'],49,36917.0
460,Kalax,"['deep chiptune', 'filter house', 'retro electro']",44,3635.0
461,The Eastern Sea,['austindie'],24,3968.0
462,Ella Henderson,"['channel pop', 'dance pop', 'neo mellow', 'pop', 'post-teen pop', 'talent show', 'viral pop']",70,319957.0
463,John Craigie,['deep new americana'],45,4597.0
464,Dream Koala,"['indie dream pop', 'vapor twitch']",53,36602.0
465,Vijay & Sofia Zlatko,"['deep tropical house', 'groove room', 'tropical house']",55,4421.0
466,Thomas Gold,"['big room', 'deep big room', 'deep pop edm', 'deep tropical house', 'edm', 'electro house', 'german techno', 'house', 'progressive electro house', 'progressive house', 'sky room', 'tropical house']",66,46053.0
467,Jello Biafra,"['hardcore punk', 'punk']",40,12218.0
468,Sebastian Stakset,"['deep swedish hip hop', 'swedish hip hop', 'swedish idol pop']",54,2438.0
469,Grace Pitts,['indie anthem-folk'],39,3137.0
470,Louis La Roche,"['disco house', 'filter house', 'future funk', 'nu disco', 'vapor soul']",46,8976.0
471,Wet,"['deep indie r&b', 'indie folk', 'indie poptimism', 'indie r&b', 'indietronica', 'pop', 'shimmer pop', 'vapor soul']",66,130859.0
472,Limblifter,['canadian indie'],24,1010.0
473,Kirby Krackle,"['comic', 'geek rock', 'nerdcore']",33,3339.0
474,Will Hoge,"['acoustic pop', 'deep texas country', 'lift kit', 'neo mellow', 'new americana', 'texas country']",51,16562.0
475,Tyler Sjöström,['none'],58,1087.0
476,Ultraklystron,['nerdcore'],4,80.0
477,Pinegrove,"['alternative emo', 'chamber pop', 'indie folk', 'indie pop', 'indie punk', 'indie rock', 'lo-fi', 'modern rock', 'preverb', 'stomp and holler']",61,43850.0
478,HYDDE,['none'],53,2308.0
479,Suicide,"['alternative rock', 'art rock', 'dance rock', 'dream pop', 'experimental', 'experimental rock', 'fourth world', 'freak folk', 'garage psych', 'garage rock', 'indie rock', 'industrial', 'industrial rock', 'lo-fi', 'minimal', 'neo-psychedelic', 'new wave', 'no wave', 'noise pop', 'noise rock', 'post-punk', 'protopunk', 'psychedelic rock', 'punk', 'punk blues', 'shoegaze', 'slow core', 'space rock']",48,35017.0
480,Michelle Branch,"['candy pop', 'dance pop', 'folk-pop', 'lilith', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'singer-songwriter']",63,130424.0
